time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
13.4,1,10.2502,0.285875,0.035442,0,44.8625,-140,0
13.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.5,1,10.24,0.286047,0.0354934,0,44.8625,-140,0
13.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.6,1,10.2298,0.286844,0.0360919,0,44.8625,-140,0
13.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.7,1,10.2502,0.286901,0.0361162,0,44.8625,-140,0
13.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.8,1,10.24,0.286975,0.0358576,0,44.8625,-140,0
13.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
13.9,1,10.24,0.286404,0.0339434,0,44.8625,-140,0
13.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
14,1,10.24,0.287738,0.0368629,0,44.8625,-140,0
14,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.1,1,10.24,0.288471,0.0369807,0,44.8625,-140,0
14.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.2,1,10.24,0.288721,0.0371985,0,44.8625,-140,0
14.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.3,1,10.2298,0.289203,0.0374904,0,44.8625,-140,0
14.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.4,1,10.24,0.289899,0.0374841,0,44.8625,-140,0
14.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.5,1,10.2502,0.290027,0.0375438,0,44.8625,-140,0
14.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.6,1,10.2298,0.290571,0.0383875,0,44.8625,-140,0
14.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.7,1,10.2502,0.291057,0.0381841,0,44.8625,-140,0
14.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.8,1,10.24,0.291573,0.0384249,0,44.8625,-140,0
14.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
14.9,1,10.24,0.291729,0.0384268,0,44.8625,-140,0
14.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
15,1,10.24,0.292051,0.038084,0,44.8625,-140,0
15,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.1,1,10.2298,0.292322,0.0374545,0,44.8625,-140,0
15.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.2,1,10.2502,0.292698,0.0375527,0,44.8625,-140,0
15.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.3,1,10.2298,0.292859,0.0375224,0,44.8625,-140,0
15.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.4,1,10.24,0.292881,0.0369126,0,44.8625,-140,0
15.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.5,1,10.24,0.292988,0.0371091,0,44.8625,-140,0
15.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.6,1,10.2502,0.294308,0.0359846,0,44.8625,-140,0
15.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.7,1,10.2298,0.295303,0.0513641,0,44.8625,-140,0
15.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.8,1,10.24,0.303568,0.0389264,0,44.8625,-140,0
15.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.9,1,10.2502,0.294999,0.0313115,0,44.8625,-140,0
15.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
16,1,10.24,0.292528,0.0344287,0,44.8625,-140,0
16,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.1,1,10.24,0.293412,0.0376251,0,44.8625,-140,0
16.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.2,1,10.2298,0.292854,0.0373571,0,44.8625,-140,0
16.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.3,1,10.2502,0.29264,0.0370042,0,44.8625,-140,0
16.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.4,1,10.24,0.29251,0.0374465,0,44.8625,-140,0
16.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.5,1,10.24,0.292185,0.037559,0,44.8625,-140,0
16.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.6,1,10.24,0.292725,0.0356035,0,44.8625,-140,0
16.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.7,1,10.24,0.291551,0.0386911,0,44.8625,-140,0
16.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.8,1,10.24,0.291305,0.0386035,0,44.8625,-140,0
16.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.9,1,10.24,0.290832,0.0380393,0,44.8625,-140,0
16.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
17,1,10.24,0.289613,0.0379805,0,44.8625,-140,0
17,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.1,1,10.2298,0.290142,0.0378621,0,44.8625,-140,0
17.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.2,1,10.24,0.289444,0.0373841,0,44.8625,-140,0
17.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.3,1,10.24,0.289216,0.0373672,0,44.8625,-140,0
17.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.4,1,10.2502,0.288974,0.0371488,0,44.8625,-140,0
17.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.5,1,10.24,0.288189,0.0367718,0,44.8625,-140,0
17.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.6,1,10.2298,0.287903,0.0363081,0,44.8625,-140,0
17.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.7,1,10.24,0.287038,0.0371112,0,44.8625,-140,0
17.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.8,1,10.2502,0.286936,0.0356987,0,44.8625,-140,0
17.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.9,1,10.24,0.286663,0.0360327,0,44.8625,-140,0
17.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
18,1,10.24,0.286145,0.0354291,0,44.8625,-140,0
18,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.1,1,10.24,0.285087,0.0351382,0,44.8625,-140,0
18.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.2,1,10.24,0.285596,0.0354346,0,44.8625,-140,0
18.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.3,1,10.24,0.285506,0.035431,0,44.8625,-140,0
18.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.4,1,10.2298,0.285222,0.0352323,0,44.8625,-140,0
18.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.5,1,10.2502,0.284858,0.0349247,0,44.8625,-140,0
18.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.6,1,10.24,0.285158,0.0357989,0,44.8625,-140,0
18.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.7,1,10.2298,0.284882,0.0347855,0,44.8625,-140,0
18.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.8,1,10.2502,0.283739,0.0351764,0,44.8625,-140,0
18.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.9,1,10.24,0.288256,0.0258806,0,44.8625,-140,0
18.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
19,1,10.24,0.286341,0.0369506,0,44.8625,-140,0
19,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.1,1,10.24,0.284886,0.0359722,0,44.8625,-140,0
19.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.2,1,10.24,0.284797,0.0347722,0,44.8625,-140,0
19.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.3,1,10.24,0.284797,0.0349222,0,44.8625,-140,0
19.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.4,1,10.2298,0.285222,0.0353074,0,44.8625,-140,0
19.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.5,1,10.2502,0.285469,0.0356472,0,44.8625,-140,0
19.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.6,1,10.2298,0.28549,0.035243,0,44.8625,-140,0
19.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.7,1,10.24,0.285413,0.0351614,0,44.8625,-140,0
19.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.8,1,10.2502,0.28612,0.0359182,0,44.8625,-140,0
19.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.9,1,10.24,0.286431,0.0358291,0,44.8625,-140,0
19.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
20,1,10.24,0.286837,0.0358487,0,44.8625,-140,0
20,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.1,1,10.24,0.287506,0.0366593,0,44.8625,-140,0
20.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.2,1,10.24,0.288221,0.0367593,0,44.8625,-140,0
20.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.3,1,10.24,0.288006,0.0367236,0,44.8625,-140,0
20.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.4,1,10.24,0.28827,0.0364682,0,44.8625,-140,0
20.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.5,1,10.2298,0.288985,0.0372554,0,44.8625,-140,0
20.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.6,1,10.2502,0.2893,0.037172,0,44.8625,-140,0
20.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.7,1,10.2298,0.290012,0.0378603,0,44.8625,-140,0
20.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.8,1,10.24,0.290845,0.0385375,0,44.8625,-140,0
20.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.9,1,10.24,0.29068,0.0376822,0,44.8625,-140,0
20.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
21,1,10.2502,0.291119,0.0384624,0,44.8625,-140,0
21,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.1,1,10.24,0.291502,0.0388071,0,44.8625,-140,0
21.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.2,1,10.24,0.291997,0.0414017,0,44.8625,-140,0
21.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.3,1,10.24,0.291988,0.0374697,0,44.8625,-140,0
21.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.4,1,10.24,0.29218,0.0373894,0,44.8625,-140,0
21.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.5,1,10.2298,0.292622,0.0375528,0,44.8625,-140,0
21.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.6,1,10.24,0.293024,0.0373055,0,44.8625,-140,0
21.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.7,1,10.24,0.292984,0.0371144,0,44.8625,-140,0
21.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.8,1,10.2502,0.293684,0.0363878,0,44.8625,-140,0
21.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.9,1,10.24,0.294068,0.0365054,0,44.8625,-140,0
21.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
