time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
15,1,10.24,0.275891,0.03,0,44.8625,-140,0
15,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
15.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
15.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
16,1,10.24,0.275891,0.03,0,44.8625,-140,0
16,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
16.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
16.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
17,1,10.24,0.275891,0.03,0,44.8625,-140,0
17,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
17.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
17.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
18,1,10.24,0.275891,0.03,0,44.8625,-140,0
18,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
18.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
18.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
19,1,10.24,0.275891,0.03,0,44.8625,-140,0
19,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
19.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
19.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
20,1,10.24,0.275891,0.03,0,44.8625,-140,0
20,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
20.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
20.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
21,1,10.24,0.275891,0.03,0,44.8625,-140,0
21,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
21.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
21.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
22,1,10.24,0.275891,0.03,0,44.8625,-140,0
22,2,102.4,0.896426,0.12,0,44.8625,-140,0
